row_id,ls_number,name,gender,party,department,rank,rank_comment,appointment_begin,appointment_end,house,constituency,state,ministry_name,ministry_category,ministry_category2,comments,pid,start_source,end_source
1001,1,Abid Ali,M,INC,,DCM,,"Tuesday, 12 August 1952","Wednesday, 17 April 1957",Rajya Sabha,,Bombay,labour,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication
1002,1,Maulana Abul Kalam Azad,M,INC,,CM,,"Tuesday, 13 May 1952","Wednesday, 17 April 1957",Lok Sabha,Gurgaon,Punjab,education,education,,,,Council of Ministers Publication,Council of Ministers Publication
1003,1,Maulana Abul Kalam Azad,M,INC,,CM,,"Tuesday, 13 May 1952","Thursday, 17 April 1957",Lok Sabha,Gurgaon,Punajb,education,education,,,,Council of Ministers Publication,Council of Ministers Publication
1004,2,Maulana Abul Kalam Azad,M,INC,,CM,,"Friday, 17 April 1957","Saturday, 22 February 1958",Lok Sabha,Gurgaon,Punajb,education,education,,,,Council of Ministers Publication,Council of Ministers Publication
1005,1,Ajit Prasad Jain,M,INC,,CM,,"Tuesday, 13 May 1952","Wednesday, 11 August 1954",Lok Sabha,Tumkur,Mysore,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication
1006,1,Ajit Prasad Jain,M,INC,,CM,,"Wednesday, 11 August 1954","Thursday, 4 April 1957",Lok Sabha,Tumkur,Mysore,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication
1007,1,Ajit Prasad Jain,M,INC,,CM,,"Thursday, 25 November 1954","Thursday, 4 April 1957",Lok Sabha,Tumkur,Mysore,food & agriculture,"food, consumer affairs, public distribution",,,,Council of Ministers Publication,Council of Ministers Publication
1008,1,Arun Chandra Guha,M,INC,,DCM,,"Wednesday, 18 March 1953","Tuesday, 7 December 1954",Lok Sabha,Barasat,West Bengal,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1009,1,Arun Chandra Guha,M,INC,,CM,,"Tuesday, 7 December 1954","Wednesday, 17 April 1957",Lok Sabha,Barasat,West Bengal,revenue & defence expenditure,defence,finance,,,Council of Ministers Publication,Council of Ministers Publication
1010,1,B N Datar,M,INC,,DCM,,"Tuesday, 12 August 1952","Tuesday, 14 February 1956",Lok Sabha,Belgaum,Mysore,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication
1011,1,B N Datar,M,INC,,MoS,,"Tuesday, 14 February 1956","Wednesday, 17 April 1957",Lok Sabha,Belgaum,Mysore,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication
1012,1,B V Keskar,M,INC,,MoS,,"Tuesday, 13 May 1952","Wednesday, 17 April 1957",Lok Sabha,Musafirkhana,Uttar Pradesh,information & broadcasting,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication
1013,1,Bali Ram Bhagat,M,INC,,DCM,,"Wednesday, 4 January 1956","Wednesday, 17 April 1957",Lok Sabha,Arrah,Bihar,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1014,1,C D Deshmukh,M,INC,,CM,,"Tuesday, 13 May 1952","Wednesday, 1 August 1956",Lok Sabha,Kolaba,Bombay,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1015,1,D P Karmakar,M,INC,,DCM,,"Tuesday, 13 May 1952","Tuesday, 12 August 1952",Lok Sabha,Dharwad North,Mysore,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1016,1,D P Karmakar,M,INC,,CM,,"Tuesday, 12 August 1952","Thursday, 21 August 1952",Lok Sabha,Dharwad North,Mysore,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1017,1,D P Karmakar,M,INC,,CM,,"Thursday, 21 August 1952","Wednesday, 13 June 1956",Lok Sabha,Dharwad North,Mysore,commerce,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1018,1,D P Karmakar,M,INC,,MoS,,"Wednesday, 13 June 1956","Wednesday, 17 April 1957",Lok Sabha,Dharwad North,Mysore,trade,trade,,,,Council of Ministers Publication,Council of Ministers Publication
1019,1,Govind Ballabh Pant,M,INC,,CM,,"Monday, 3 January 1955","Monday, 10 January 1955",Rajya Sabha,,Uttar Pradesh,without portfolio,without portfolio,,exception: without portfolio,,Council of Ministers Publication,Council of Ministers Publication
1020,1,Govind Ballabh Pant,M,INC,,CM,,"Monday, 10 January 1955","Thursday, 17 April 1957",Rajya Sabha,,Uttar Pradesh,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication
1021,1,Govind Ballabh Pant,M,INC,,CM,Additional Charge,"Thursday, 30 August 1956","Wednesday, 14 November 1956",Rajya Sabha,,Uttar Pradesh,heavy industry,heavy industry,,,,Council of Ministers Publication,Council of Ministers Publication
1022,1,Ajit Prasad Jain,M,INC,,CM,,"Friday, 5 April 1957","Wednesday, 17 April 1957",Lok Sabha,Tumkur,Mysore,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication
1023,1,H V Pataskar,M,INC,,CM,,"Tuesday, 7 December 1954","Tuesday, 23 August 1955",Lok Sabha,Jalgaon,Bombay,law,law & justice,,,,Council of Ministers Publication,Council of Ministers Publication
1024,1,Ajit Prasad Jain,M,INC,,CM,,"Friday, 5 April 1957","Wednesday, 17 April 1957",Lok Sabha,Tumkur,Mysore,food & agriculture,"food, consumer affairs, public distribution",,,,Council of Ministers Publication,Council of Ministers Publication
1025,1,H V Pataskar,M,INC,,CM,,"Sunday, 28 August 1955","Thursday, 13 December 1956",Lok Sabha,Jalgaon,Bombay,legal affairs,law & justice,,,,Council of Ministers Publication,Council of Ministers Publication
1026,1,H V Pataskar,M,INC,,CM,Additional Charge,"Friday, 7 December 1956","Thursday, 13 December 1956",Lok Sabha,Jalgaon,Bombay,civil aviation,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
1027,1,H V Pataskar,M,INC,,CM,,"Thursday, 13 December 1956","Tuesday, 16 April 1957",Lok Sabha,Jalgaon,Bombay,legal affairs,law & justice,,,,Council of Ministers Publication,Council of Ministers Publication
1028,1,Mahavir Tyagi,M,INC,,CM,,"Friday, 5 April 1957","Wednesday, 17 April 1957",Lok Sabha,Dehra Dun,Uttar Pradesh,defence organisation,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1029,1,H V Pataskar,M,INC,,CM,,"Thursday, 13 December 1956","Tuesday, 16 April 1957",Lok Sabha,Jalgaon,Bombay,civil aviation,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
1030,0,Harekrushna Mahtab,M,INC,,CM,,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1031,1,J K Bhonsle,M,INC,,DCM,,"Tuesday, 12 August 1952","Tuesday, 16 April 1957",Lok Sabha,Ratnagiri North,Bombay,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication
1032,1,Jai Sukh Lal Hathi,M,INC,,DCM,,"Friday, 12 September 1952","Wednesday, 17 April 1957",Rajya Sabha,,Saurashtra,irrigation & power,"irrigation, power & energy",,,,Council of Ministers Publication,Council of Ministers Publication
1033,1,K C Reddy,M,INC,,CM,,"Thursday, 15 May 1952","Wednesday, 17 April 1957",Rajya Sabha,,Mysore,production,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1034,1,K D Malaviya,M,INC,,DCM,,"Tuesday, 12 August 1952","Tuesday, 7 December 1954",Lok Sabha,Domariagaj,Uttar Pradesh,natural resources,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,,Council of Ministers Publication,Council of Ministers Publication
1035,1,K D Malaviya,M,INC,,DCM,,"Tuesday, 12 August 1952","Tuesday, 7 December 1954",Lok Sabha,Domariagaj,Uttar Pradesh,scientific research,scientific research,,,,Council of Ministers Publication,Council of Ministers Publication
1036,1,K D Malaviya,M,INC,,CM,,"Tuesday, 7 December 1954","Saturday, 8 January 1955",Lok Sabha,Domariagaj,Uttar Pradesh,natural resources,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,,Council of Ministers Publication,Council of Ministers Publication
1037,1,K D Malaviya,M,INC,,CM,,"Tuesday, 7 December 1954","Saturday, 8 January 1955",Lok Sabha,Domariagaj,Uttar Pradesh,scientific research,scientific research,,,,Council of Ministers Publication,Council of Ministers Publication
1038,1,K D Malaviya,M,INC,,CM,,"Saturday, 8 January 1955","Wednesday, 17 April 1957",Lok Sabha,Domariagaj,Uttar Pradesh,natural resources,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,,Council of Ministers Publication,Council of Ministers Publication
1039,0,K M Munshi,M,INC,,CM,,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,food & agriculture,"food, consumer affairs, public distribution",,,,Council of Ministers Publication,Council of Ministers Publication
1040,0,Kailash Nath Katju,M,INC,,CM,,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication
1041,1,Kailash Nath Katju,M,INC,,CM,,"Tuesday, 13 May 1952","Monday, 10 January 1955",Lok Sabha,Mandsaur,Madhya Pradesh,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication
1042,1,Kailash Nath Katju,M,INC,,CM,,"Tuesday, 13 May 1952","Monday, 10 January 1955",Lok Sabha,Mandsaur,Madhya Pradesh,princely states,others,,,,Council of Ministers Publication,Council of Ministers Publication
1043,1,Kailash Nath Katju,M,INC,,CM,,"Monday, 10 January 1955","Thursday, 31 January 1957",Lok Sabha,Mandsaur,Madhya Pradesh,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1044,1,V K Krishna Menon,M,IND,,CM,,"Thursday, 17 May 1956","Wednesday, 17 April 1957",Rajya Sabha,,Kerala,health,health,,,,Council of Ministers Publication,Council of Ministers Publication
1045,1,Kalu Lal Shrimali,M,INC,,DCM,,"Saturday, 14 May 1955","Wednesday, 17 April 1957",Rajya Sabha,,Rajasthan,education,education,,,,Council of Ministers Publication,Council of Ministers Publication
1046,1,Khandubhai Kasanji,M,INC,,CM,,"Friday, 10 September 1954","Tuesday, 16 April 1957",Lok Sabha,Halar,Saurashtra,labour,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication
1047,1,M C Shah,M,INC,,DCM,,"Tuesday, 12 August 1952","Sunday, 7 December 1952",Rajya Sabha,,Bombay,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1048,1,M C Shah,M,INC,,CM,,"Tuesday, 7 December 1954","Sunday, 14 April 1957",Rajya Sabha,,Bombay,revenue & civil expenditure,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1049,1,M Chandrasekhar,F,INC,,DCM,,"Tuesday, 12 August 1952","Tuesday, 16 April 1957",Lok Sabha,Sriperumudur,Tamil Nadu,health,health,,,,Council of Ministers Publication,Council of Ministers Publication
1050,1,M V Krishnappa,M,INC,,DCM,,"Tuesday, 12 August 1952","Wednesday, 17 April 1957",Lok Sabha,Chikballapur,Karnataka,food & agriculture,"food, consumer affairs, public distribution",,,,Council of Ministers Publication,Council of Ministers Publication
1051,1,Mahavir Tyagi,M,INC,,MoS,,"Tuesday, 13 May 1952","Thursday, 21 August 1952",Lok Sabha,Dehra Dun,Uttar Pradesh,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1052,1,Mahavir Tyagi,M,INC,,CM,,"Thursday, 21 August 1952","Monday, 16 March 1953",Lok Sabha,Dehra Dun,Uttar Pradesh,revenue & expenditure,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1053,1,Mahavir Tyagi,M,INC,,CM,,"Monday, 16 March 1953","Thursday, 4 April 1957",Lok Sabha,Dehra Dun,Uttar Pradesh,defence organisation,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1054,1,Manubhai Shah,M,INC,Industrial Development,CM,,"Tuesday, 1 May 1956","Wednesday, 13 June 1956",Rajya Sabha,,Gujarat,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1055,1,Manubhai Shah,M,INC,,CM,,"Wednesday, 13 June 1956","Tuesday, 16 April 1957",Rajya Sabha,,Gujarat,heavy industry,heavy industry,,,,Council of Ministers Publication,Council of Ministers Publication
1056,0,Maulana Abul Kalam Azad,M,INC,,CM,,"Friday, 15 August 1947","Thursday, 26 January 1950",not_applicable,not_applicable,not_applicable,education,education,,,,Council of Ministers Publication,Council of Ministers Publication
1057,0,Maulana Abul Kalam Azad,M,INC,,CM,,"Thursday, 26 January 1950","Saturday, 6 May 1950",not_applicable,not_applicable,not_applicable,education,education,,,,Council of Ministers Publication,Council of Ministers Publication
1058,1,Mehr Chand Khanna,M,INC,,CM,,"Tuesday, 7 December 1954","Wednesday, 17 April 1957",Rajya Sabha,,Delhi,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication
1059,1,Mono Mohan Das,M,INC,,DCM,,"Tuesday, 1 May 1956","Wednesday, 17 April 1957",Lok Sabha,Ausram,West Bengal,education,education,,,,Council of Ministers Publication,Council of Ministers Publication
1060,1,N Gopalswamy Ayyangar,M,INC,,CM,,"Tuesday, 13 May 1952","Tuesday, 10 February 1953",not_applicable,not_applicable,not_applicable,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1061,0,N V Gadgil,M,INC,,CM,,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,works,"works, housing, urban development",,,,Council of Ministers Publication,Council of Ministers Publication
1062,0,N V Gadgil,M,INC,,CM,,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,products & supplies,supply,,,,Council of Ministers Publication,Council of Ministers Publication
1063,1,Nityanand Kanungo,M,INC,,DCM,,"Tuesday, 28 September 1954","Wednesday, 10 August 1955",Lok Sabha,Cuttack,Orissa,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1064,1,Nityanand Kanungo,M,INC,,MoS,,"Wednesday, 10 August 1955","Wednesday, 13 June 1956",Lok Sabha,Cuttack,Orissa,consumer industries,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1065,1,Nityanand Kanungo,M,INC,,MoS,,"Wednesday, 13 June 1956","Wednesday, 17 April 1957",Lok Sabha,Cuttack,Orissa,consumer industries,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1066,1,O V Alagesan,M,INC,,DCM,,"Tuesday, 12 August 1952","Tuesday, 16 April 1957",Lok Sabha,Arakkonam,Tamil Nadu,railways & transport,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
1067,1,P S Deshmukh,M,INC,,CM,,"Tuesday, 12 August 1952","Thursday, 21 August 1952",Lok Sabha,Amaravati,Maharashtra,food & agriculture,"food, consumer affairs, public distribution",,,,Council of Ministers Publication,Council of Ministers Publication
1068,1,P S Deshmukh,M,INC,,CM,,"Thursday, 21 August 1952","Wednesday, 17 April 1957",Lok Sabha,Amaravati,Maharashtra,agriculture,agriculture,,,,Council of Ministers Publication,Council of Ministers Publication
1069,1,P S Deshmukh,M,INC,,CM,Additional Charge,"Friday, 29 October 1954","Thursday, 25 November 1954",Lok Sabha,Amaravati,Maharashtra,food & agriculture,"food, consumer affairs, public distribution",,,,Council of Ministers Publication,Council of Ministers Publication
1070,1,Rafi Ahmed Kidwai,M,INC,,CM,,"Tuesday, 13 May 1952","Sunday, 24 October 1954",Lok Sabha,Bahraich,Uttar Pradesh,food & agriculture,"food, consumer affairs, public distribution",,,,Council of Ministers Publication,Council of Ministers Publication
1071,1,Raj Bahadur,M,INC,,DCM,,"Wednesday, 4 June 1952","Tuesday, 14 February 1956",Lok Sabha,Bharatpur,Rajasthan,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication
1072,1,Raj Bahadur,M,INC,,CM,,"Tuesday, 14 February 1956","Friday, 7 December 1956",Lok Sabha,Bharatpur,Rajasthan,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication
1073,1,Raj Bahadur,M,INC,,CM,Additional Charge,"Friday, 7 December 1956","Sunday, 20 January 1957",Lok Sabha,Bharatpur,Rajasthan,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication
1074,1,Raj Bahadur,M,INC,,CM,,"Sunday, 20 January 1957","Wednesday, 17 April 1957",Lok Sabha,Bharatpur,Rajasthan,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication
1075,1,Rajkumari Amrit Kaur,F,INC,,CM,,"Tuesday, 13 May 1952","Tuesday, 16 April 1957",Lok Sabha,Mandi-Mahasu,Himachal Pradesh,health,health,,,,Council of Ministers Publication,Council of Ministers Publication
1076,1,S N Buragohain,M,INC,,DCM,,"Tuesday, 13 May 1952","Sunday, 4 October 1953",Lok Sabha,Sibasagar - North Lakhimpur,Assam,"works, housing & supply","works, housing, urban development",supply,,,Council of Ministers Publication,Council of Ministers Publication
1077,0,Sardar Baldev Singh,M,INC,,CM,,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1078,1,Sardar Surjit Singh Majithia,M,SAD,,DCM,,"Tuesday, 12 August 1952","Wednesday, 17 April 1957",Lok Sabha,Sangrur,Punjab,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1079,1,Satish Chandra,M,INC,,DCM,,"Thursday, 27 November 1952","Thursday, 14 July 1955",Lok Sabha,Bareilly,Uttar Pradesh,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1080,1,Satish Chandra,M,INC,Production,DCM,,"Thursday, 14 July 1955","Wednesday, 17 April 1957",Lok Sabha,Bareilly,Uttar Pradesh,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1081,1,Satya Narayan,M,INC,,MoS,,"Tuesday, 13 May 1952","Wednesday, 17 April 1957",Lok Sabha,Darbhanga,Bihar,parliamentary affairs,parliamentary affairs,,,,Council of Ministers Publication,Council of Ministers Publication
1082,1,Shah Nawaz Khan,M,INC,,DCM,,"Thursday, 20 September 1956","Wednesday, 17 April 1957",Lok Sabha,Meerut,Uttar Pradesh,railways & transport,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
1083,1,Shyam Nandan Mishra,M,JP,,DCM,,"Friday, 10 September 1954","Wednesday, 17 April 1957",Lok Sabha,Begusarai,Bihar,planning,"statistics, planning and program implementation",,,,Council of Ministers Publication,Council of Ministers Publication
1084,1,Surendra Kumar Dey,M,INC,,MoS,,"Thursday, 20 September 1956","Wednesday, 17 April 1957",Rajya Sabha,,Delhi,community development,"rural development, community development, panchayati raj, rural development",,,,Council of Ministers Publication,Council of Ministers Publication
1085,1,Swaran Singh,M,INC,,CM,,"Tuesday, 13 May 1952","Wednesday, 17 April 1957",Rajya Sabha,,Punjab,"works, housing & supply","works, housing, urban development",supply,,,Council of Ministers Publication,Council of Ministers Publication
1086,1,Swaran Singh,M,INC,,CM,Additional Charge,"Thursday, 30 August 1956","Wednesday, 14 November 1956",Rajya Sabha,,Punjab,commerce & consumer industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1087,1,Syed Mahmud,M,INC,,CM,,"Tuesday, 7 December 1954","Wednesday, 17 April 1957",Rajya Sabha,,Bihar,external affairs,external affairs,,,,Council of Ministers Publication,Council of Ministers Publication
1088,1,T T Krishnamachari,M,INC,,CM,,"Tuesday, 13 May 1952","Thursday, 30 August 1956",Lok Sabha,Tiruchandur,Madras,commerce,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1089,1,T T Krishnamachari,M,INC,,CM,,"Tuesday, 13 May 1952","Thursday, 30 August 1956",Lok Sabha,Tiruchandur,Madras,industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1090,1,T T Krishnamachari,M,INC,,CM,,"Thursday, 30 August 1956","Wednesday, 17 April 1957",Lok Sabha,Tiruchandur,Madras,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1091,1,V K Krishna Menon,M,IND,,CM,,"Tuesday, 14 February 1956","Thursday, 17 May 1956",Rajya Sabha,,Kerala,without portfolio,without portfolio,,exception: without portfolio,,Council of Ministers Publication,Council of Ministers Publication
1092,1,V K Krishna Menon,M,IND,,CM,,"Thursday, 17 May 1956","Thursday, 4 April 1957",Rajya Sabha,,Kerala,health,health,,,,Council of Ministers Publication,Council of Ministers Publication
1093,1,V V Giri,M,INC,,CM,,"Tuesday, 13 May 1952","Saturday, 7 August 1954",Lok Sabha,Pathapatnam,Madras,labour,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication
1094,1,C C Biswas,M,INC,,MoS,,"Tuesday, 13 May 1952","Wednesday, 17 April 1957",Rajya Sabha,,West Bengal,indo pak agreement,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1095,1,Morarji Desai,M,INC,,CM,,"Wednesday, 14 November 1956","Tuesday, 1 January 1957",not_applicable,not_applicable,not_applicable,commerce,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1096,1,Morarji Desai,M,INC,,CM,,"Wednesday, 14 November 1956","Tuesday, 1 January 1957",not_applicable,not_applicable,not_applicable,consumer industry & heavy industry,heavy industry,,,,Council of Ministers Publication,Council of Ministers Publication
1097,1,Morarji Desai,M,INC,,CM,,"Tuesday, 1 January 1957","Wednesday, 17 April 1957",not_applicable,not_applicable,not_applicable,commerce,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1098,1,Morarji Desai,M,INC,,CM,,"Tuesday, 1 January 1957","Wednesday, 17 April 1957",not_applicable,not_applicable,not_applicable,industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
1099,3,Gulzarilal Nanda,M,INC,atomic energy,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,SABARKANTHA,Gujarat,atomic energy,atomic energy,,,3_Gujarat_9_1_0,Council of Ministers Publication,Council of Ministers Publication
1100,3,Gulzarilal Nanda,M,INC,atomic energy,CM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,SABARKANTHA,Gujarat,atomic energy,atomic energy,,,3_Gujarat_9_1_0,Council of Ministers Publication,Council of Ministers Publication
1101,3,Gulzarilal Nanda,M,INC,,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,SABARKANTHA,Gujarat,external affairs,external affairs,,,3_Gujarat_9_1_0,Council of Ministers Publication,Council of Ministers Publication
1102,3,Gulzarilal Nanda,M,INC,,CM,,"Sunday, 1 September 1963","Wednesday, 27 May 1964",Lok Sabha,SABARKANTHA,Gujarat,home affairs,home affairs,,,3_Gujarat_9_1_0,Council of Ministers Publication,Council of Ministers Publication
1103,1,Jawaharlal Nehru,M,INC,,PM,,"Tuesday, 13 May 1952","Wednesday, 17 April 1957",Lok Sabha,Phulpur,Uttar Pradesh,prime minister,prime minister's office,,,,Council of Ministers Publication,Council of Ministers Publication
1104,1,Jawaharlal Nehru,M,INC,,CM,,"Tuesday, 13 May 1952","Wednesday, 17 April 1957",Lok Sabha,Phulpur,Uttar Pradesh,external affairs,external affairs,,,,Council of Ministers Publication,Council of Ministers Publication
1105,1,Jawaharlal Nehru,M,INC,,CM,,"Tuesday, 27 January 1953","Monday, 10 January 1955",Lok Sabha,Phulpur,Uttar Pradesh,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1106,1,Jawaharlal Nehru,M,INC,,CM,,"Tuesday, 24 July 1956","Thursday, 30 August 1956",Lok Sabha,Phulpur,Uttar Pradesh,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1107,1,Jawaharlal Nehru,M,INC,,CM,,"Wednesday, 30 January 1957","Wednesday, 17 April 1957",Lok Sabha,Phulpur,Uttar Pradesh,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication
1108,1,Lal Bahadur Shastri,M,INC,,CM,,"Tuesday, 13 May 1952","Friday, 7 December 1956",Rajya Sabha,,Uttar Pradesh,railways,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
1109,1,Lal Bahadur Shastri,M,INC,,CM,,"Tuesday, 13 May 1952","Friday, 7 December 1956",Rajya Sabha,,Uttar Pradesh,transportation,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
1110,1,Jagjivan Ram,M,INC,,CM,,"Tuesday, 13 May 1952","Friday, 7 December 1956",Lok Sabha,Sasaram,Bihar,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication
1111,1,Jagjivan Ram,M,INC,,CM,,"Friday, 7 December 1956","Wednesday, 17 April 1957",Lok Sabha,Sasaram,Bihar,railways & transport,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
1112,0,Maulana Abul Kalam Azad,M,INC,,CM,,"Saturday, 6 May 1950","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,education,education,,,,Council of Ministers Publication,Council of Ministers Publication
1113,2,Hafiz Mohammad Ibrahim,M,INC,,CM,,"Wednesday, 2 April 1958","Tuesday, 10 April 1962",Rajya Sabha,,Uttar Pradesh,irrigation & power,"irrigation, power & energy",,,,Council of Ministers Publication,Council of Ministers Publication
1114,2,Kabir Humayun,M,BANGLA CONG,,MoS,,"Wednesday, 17 April 1957","Thursday, 10 April 1958",Rajya Sabha,,West Bengal,transport,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
1115,2,Kabir Humayun,M,BANGLA CONG,,MoS,,"Wednesday, 17 April 1957","Thursday, 10 April 1958",Rajya Sabha,,West Bengal,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication
1116,2,Kabir Humayun,M,BANGLA CONG,,CM,,"Thursday, 10 April 1958","Tuesday, 10 April 1962",Rajya Sabha,,West Bengal,scientific development,scientific research,,,,Council of Ministers Publication,Council of Ministers Publication
1117,2,Kabir Humayun,M,BANGLA CONG,,CM,,"Thursday, 10 April 1958","Tuesday, 10 April 1962",Rajya Sabha,,West Bengal,cultural affairs,culture,,,,Council of Ministers Publication,Council of Ministers Publication
1118,2,T T Krishnamachari,M,INC,,CM,,"Wednesday, 17 April 1957","Friday, 14 February 1958",Lok Sabha,Tiruchandur,Madras,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication
1119,2,Ajit Prasad Jain,M,INC,,CM,,"Wednesday, 17 April 1957","Monday, 24 August 1959",Lok Sabha,Tumkur,Mysore,food & agriculture,"food, consumer affairs, public distribution",,,,Council of Ministers Publication,Council of Ministers Publication
1120,2,Govind Ballabh Pant,M,INC,,CM,,"Wednesday, 17 April 1957","Tuesday, 7 March 1961",Rajya Sabha,,Uttar Pradesh,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication
1121,2,S K Patil,M,INC,,CM,,"Wednesday, 17 April 1957","Saturday, 29 March 1958",Lok Sabha,Banaskantha,Gujarat,irrigation & power,"irrigation, power & energy",,,,Council of Ministers Publication,Council of Ministers Publication
1122,2,S K Patil,M,INC,,CM,,"Saturday, 29 March 1958","Monday, 24 August 1959",Lok Sabha,Banaskantha,Gujarat,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication
