row_id,ls_number,name,gender,party,department,rank,rank_comment,appointment_begin,appointment_end,house,constituency,state,ministry_name,ministry_category,ministry_category2,comments,pid,start_source,end_source
2489,8,H K L Bhagat,M,INC,,CM,,"Monday, 12 May 1986","Sunday, 14 February 1988",Lok Sabha,EAST DELHI,Delhi,food & civil supplies,"food, consumer affairs, public distribution","commerce, industry, civil supplies",,8_Delhi_4_1_0,Council of Ministers Publication,Council of Ministers Publication
2490,8,Bali Ram Bhagat,M,INC,,CM,,"Wednesday, 25 September 1985","Monday, 12 May 1986",Lok Sabha,ARRAH,Bihar,external affairs,external affairs,,,8_Bihar_36_1_0,Council of Ministers Publication,Council of Ministers Publication
2491,8,Bhajan Lal,M,HJC (BL),,CM,,"Wednesday, 22 October 1986","Sunday, 14 February 1988",Rajya Sabha,,Haryana,environment & forests,"environment, forests, climate change",,,,Council of Ministers Publication,Council of Ministers Publication
2492,8,Bhajan Lal,M,HJC (BL),,CM,,"Sunday, 14 February 1988","Saturday, 2 December 1989",Rajya Sabha,,Haryana,agriculture,agriculture,,,,Council of Ministers Publication,Council of Ministers Publication
2493,8,H R Bhardwaj,M,INC,,MoS,,"Monday, 31 December 1984","Friday, 1 December 1989",Rajya Sabha,,Haryana,law & justice,law & justice,,,,Council of Ministers Publication,Council of Ministers Publication
2494,8,Mahabir Prasad,M,INC,,DCM,,"Sunday, 14 February 1988","Tuesday, 4 July 1989",Lok Sabha,BANSGAON,Uttar_Pradesh,railways,"transport: shipping, railways, civil aviation, tourism",,,8_Uttar_Pradesh_37_1_0,Council of Ministers Publication,Council of Ministers Publication
2495,8,Mahabir Prasad,M,INC,Mines,MoS,,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Lok Sabha,BANSGAON,Uttar_Pradesh,steel & mines,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,8_Uttar_Pradesh_37_1_0,Council of Ministers Publication,Council of Ministers Publication
2496,8,Ram Niwas Mirdha,M,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Wednesday, 22 October 1986",Lok Sabha,NAGAUR,Rajasthan,communications,"electronics, information technology & communications",,,8_Rajasthan_25_1_0,Council of Ministers Publication,Council of Ministers Publication
2497,8,Ram Niwas Mirdha,M,INC,,MoS,,"Friday, 14 March 1986","Saturday, 14 June 1986",Lok Sabha,NAGAUR,Rajasthan,home affairs,home affairs,,,8_Rajasthan_25_1_0,Council of Ministers Publication,Council of Ministers Publication
2498,8,Ram Niwas Mirdha,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Monday, 15 February 1988",Lok Sabha,NAGAUR,Rajasthan,textiles,textiles,,,8_Rajasthan_25_1_0,Council of Ministers Publication,Council of Ministers Publication
2499,8,Ram Niwas Mirdha,M,INC,,MoS,Independent Charge,"Tuesday, 10 November 1987","Sunday, 14 February 1988",Lok Sabha,NAGAUR,Rajasthan,water resources,"water, rivers & sanitation",,,8_Rajasthan_25_1_0,Council of Ministers Publication,Council of Ministers Publication
2500,8,Ram Niwas Mirdha,M,INC,,CM,,"Monday, 15 February 1988","Saturday, 2 December 1989",Lok Sabha,NAGAUR,Rajasthan,textiles,textiles,,,8_Rajasthan_25_1_0,Council of Ministers Publication,Council of Ministers Publication
2501,8,Ram Niwas Mirdha,M,INC,,CM,,"Tuesday, 24 January 1989","Tuesday, 4 July 1989",Lok Sabha,NAGAUR,Rajasthan,health & family welfare,health,,,8_Rajasthan_25_1_0,Council of Ministers Publication,Council of Ministers Publication
2502,8,J Vengala Rao,M,INC,,CM,,"Wednesday, 22 October 1986","Saturday, 2 December 1989",Lok Sabha,KHAMMAM,Andhra_Pradesh,industry,"commerce, industry, civil supplies",,,8_Andhra_Pradesh_40_1_0,Council of Ministers Publication,Council of Ministers Publication
2503,8,Motilal Vora,M,INC,,CM,,"Sunday, 14 February 1988","Tuesday, 24 January 1989",Rajya Sabha,,Madhya Pradesh,health & family welfare,health,,,,Council of Ministers Publication,Council of Ministers Publication
2504,8,Motilal Vora,M,INC,,CM,Additional Charge,"Sunday, 14 February 1988","Saturday, 25 June 1988",Rajya Sabha,,Madhya Pradesh,civil aviation,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
2505,8,B Shankaranand,M,INC,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,CHIKKODI,Karnataka,irrigation & power,"irrigation, power & energy",,,8_Karnataka_26_1_0,Council of Ministers Publication,Council of Ministers Publication
2506,8,B Shankaranand,M,INC,,CM,,"Wednesday, 25 September 1985","Saturday, 22 August 1987",Lok Sabha,CHIKKODI,Karnataka,water resources,"water, rivers & sanitation",,,8_Karnataka_26_1_0,Council of Ministers Publication,Council of Ministers Publication
2507,8,B Shankaranand,M,INC,,CM,,"Saturday, 25 June 1988","Tuesday, 4 July 1989",Lok Sabha,CHIKKODI,Karnataka,law & justice,law & justice,,,8_Karnataka_26_1_0,Council of Ministers Publication,Council of Ministers Publication
2508,8,B Shankaranand,M,INC,,CM,,"Saturday, 25 June 1988","Tuesday, 4 July 1989",Lok Sabha,CHIKKODI,Karnataka,water resources,"water, rivers & sanitation",,,8_Karnataka_26_1_0,Council of Ministers Publication,Council of Ministers Publication
2509,8,B Shankaranand,M,INC,,CM,,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Lok Sabha,CHIKKODI,Karnataka,law & justice,law & justice,,,8_Karnataka_26_1_0,Council of Ministers Publication,Council of Ministers Publication
2510,8,P Shiv Shanker,M,INC,,CM,,"Monday, 20 January 1986","Monday, 12 May 1986",Rajya Sabha,,Gujarat,commerce,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
2511,8,P Shiv Shanker,M,INC,,CM,,"Monday, 27 January 1986","Monday, 12 May 1986",Rajya Sabha,,Gujarat,food & civil supplies,"food, consumer affairs, public distribution","commerce, industry, civil supplies",,,Council of Ministers Publication,Council of Ministers Publication
2512,8,P Shiv Shanker,M,INC,,CM,,"Monday, 12 May 1986","Wednesday, 22 October 1986",Rajya Sabha,,Gujarat,external affairs,external affairs,,,,Council of Ministers Publication,Council of Ministers Publication
2513,8,P Shiv Shanker,M,INC,,CM,,"Monday, 12 May 1986","Wednesday, 22 October 1986",Rajya Sabha,,Gujarat,commerce,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
2514,8,P Shiv Shanker,M,INC,,CM,,"Wednesday, 22 October 1986","Saturday, 25 July 1987",Rajya Sabha,,Gujarat,commerce,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication
2515,8,P Shiv Shanker,M,INC,,CM,,"Saturday, 25 July 1987","Sunday, 14 February 1988",Rajya Sabha,,Gujarat,planning,"statistics, planning and program implementation",,,,Council of Ministers Publication,Council of Ministers Publication
2516,8,P Shiv Shanker,M,INC,,CM,,"Saturday, 25 July 1987","Sunday, 14 February 1988",Rajya Sabha,,Gujarat,programme implementation,"statistics, planning and program implementation",,,,Council of Ministers Publication,Council of Ministers Publication
2517,8,P Shiv Shanker,M,INC,,CM,,"Saturday, 25 July 1987","Sunday, 14 February 1988",Rajya Sabha,,Gujarat,law & justice,law & justice,,,,Council of Ministers Publication,Council of Ministers Publication
2518,8,P Shiv Shanker,M,INC,,CM,,"Sunday, 14 February 1988","Saturday, 25 June 1988",Rajya Sabha,,Gujarat,planning,"statistics, planning and program implementation",,,,Council of Ministers Publication,Council of Ministers Publication
2519,8,P Shiv Shanker,M,INC,,CM,,"Sunday, 14 February 1988","Saturday, 25 June 1988",Rajya Sabha,,Gujarat,programme implementation,"statistics, planning and program implementation",,,,Council of Ministers Publication,Council of Ministers Publication
2520,8,P Shiv Shanker,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Gujarat,human resource development,human resource development,,,,Council of Ministers Publication,Council of Ministers Publication
2521,8,P A Sangma,M,NPP,,MoS,,"Tuesday, 1 January 1985","Wednesday, 25 September 1985",Lok Sabha,TURA,Meghalaya,commerce & supply,"commerce, industry, civil supplies",,exception: ministry out of gazette date range,8_Meghalaya_2_1_0,Council of Ministers Publication,Council of Ministers Publication
2522,8,P A Sangma,M,NPP,States,MoS,,"Wednesday, 25 September 1985","Monday, 20 January 1986",Lok Sabha,TURA,Meghalaya,home affairs,home affairs,,,8_Meghalaya_2_1_0,Council of Ministers Publication,Council of Ministers Publication
2523,8,P A Sangma,M,NPP,,MoS,Independent Charge,"Saturday, 20 September 1986","Saturday, 6 February 1988",Lok Sabha,TURA,Meghalaya,labour,"labour, employment, rehabilitation",,,8_Meghalaya_2_1_0,Council of Ministers Publication,Council of Ministers Publication
2524,8,Mufti Mohammed Sayeed,M,INC,,CM,,"Monday, 12 May 1986","Wednesday, 15 July 1987",Rajya Sabha,,J&K,tourism,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication
2525,8,Vasant Sathe,M,INC,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,WARDHA,Maharashtra,"steel, mines & coal","steel, coal, mines, oil, petrol, chemicals, fertillizers",,,8_Maharashtra_27_1_0,Council of Ministers Publication,Council of Ministers Publication
2526,8,Vasant Sathe,M,INC,,CM,,"Wednesday, 25 September 1985","Saturday, 2 December 1989",Lok Sabha,WARDHA,Maharashtra,energy,"irrigation, power & energy",,,8_Maharashtra_27_1_0,Council of Ministers Publication,Council of Ministers Publication
2527,8,Vasant Sathe,M,INC,,CM,,"Sunday, 12 April 1987","Saturday, 25 July 1987",Lok Sabha,WARDHA,Maharashtra,steel & mines,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,8_Maharashtra_27_1_0,Council of Ministers Publication,Council of Ministers Publication
2528,8,Vasant Sathe,M,INC,,CM,Additional Charge,"Sunday, 14 February 1988","Saturday, 25 June 1988",Lok Sabha,WARDHA,Maharashtra,communications,"electronics, information technology & communications",,,8_Maharashtra_27_1_0,Council of Ministers Publication,Council of Ministers Publication
2529,8,Madhavrao Scindia,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,GWALIOR,Madhya_Pradesh,railways,"transport: shipping, railways, civil aviation, tourism",,,8_Madhya_Pradesh_3_1_0,Council of Ministers Publication,Council of Ministers Publication
2530,8,Madhavrao Scindia,M,INC,,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,GWALIOR,Madhya_Pradesh,transport,"transport: shipping, railways, civil aviation, tourism",,,8_Madhya_Pradesh_3_1_0,Council of Ministers Publication,Council of Ministers Publication
2531,8,Madhavrao Scindia,M,INC,,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,GWALIOR,Madhya_Pradesh,railways,"transport: shipping, railways, civil aviation, tourism",,exception: ministry out of gazette date range,8_Madhya_Pradesh_3_1_0,Council of Ministers Publication,Council of Ministers Publication
2532,8,Madhavrao Scindia,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Saturday, 2 December 1989",Lok Sabha,GWALIOR,Madhya_Pradesh,railways,"transport: shipping, railways, civil aviation, tourism",,,8_Madhya_Pradesh_3_1_0,Council of Ministers Publication,Council of Ministers Publication
2533,8,Rao Birendra Singh,M,JD,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,MAHENDRAGARH,Haryana,food & civil supplies,"food, consumer affairs, public distribution","commerce, industry, civil supplies",,8_Haryana_7_1_0,Council of Ministers Publication,Council of Ministers Publication
2534,8,Vir Bahadur Singh,M,INC,,CM,,"Saturday, 25 June 1988","Tuesday, 30 May 1989",Rajya Sabha,,Uttar Pradesh,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication
2535,8,Ashok K Sen,M,INC,,CM,,"Monday, 31 December 1984","Tuesday, 31 March 1987",Lok Sabha,CALCUTTA NORTH WEST,West_Bengal,law & justice,law & justice,,,8_West_Bengal_21_1_0,Council of Ministers Publication,Council of Ministers Publication
2536,8,Madhavsinh Solanki,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Gujarat,planning,"statistics, planning and program implementation",,,,Council of Ministers Publication,Council of Ministers Publication
2537,8,Madhavsinh Solanki,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Gujarat,programme implementation,"statistics, planning and program implementation",,,,Council of Ministers Publication,Council of Ministers Publication
2538,8,Madhavsinh Solanki,M,INC,,Other,Deputy Chairman,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Gujarat,planning,"statistics, planning and program implementation",,,,Council of Ministers Publication,Council of Ministers Publication
2539,8,Rafique Alam,M,INC,,DCM,,"Sunday, 14 February 1988","Saturday, 25 June 1988",Rajya Sabha,,Bihar,petroleum & natural gas,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,,Council of Ministers Publication,Council of Ministers Publication
2540,8,Rafique Alam,M,INC,,MoS,,"Saturday, 25 June 1988","Tuesday, 4 July 1989",Rajya Sabha,,Bihar,textiles,textiles,,,,Council of Ministers Publication,Council of Ministers Publication
2541,8,Rafique Alam,M,INC,,MoS,Independent Charge,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Rajya Sabha,,Bihar,health & family welfare,health,,,,Council of Ministers Publication,Council of Ministers Publication
2542,8,T Anjiah,M,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Monday, 20 January 1986",Rajya Sabha,,Andhra Pradesh,labour,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication
2543,8,Rajedra Kumari Bajpai,M,INC,,MoS,Independent Charge,"Wednesday, 25 September 1985","Friday, 1 December 1989",Lok Sabha,SITAPUR,Uttar_Pradesh,welfare,social welfare,,,8_Uttar_Pradesh_17_1_0,Council of Ministers Publication,Council of Ministers Publication
2544,8,M Chandrasekhar,F,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,SRIPERUMBUDUR,Tamil_Nadu,social & women's welfare,social welfare,,,8_Tamil_Nadu_4_1_0,Council of Ministers Publication,Council of Ministers Publication
2545,8,Brahm Dutt,M,INC,,MoS,,"Monday, 12 May 1986","Wednesday, 22 October 1986",Lok Sabha,TEHRI GARHWAL,Uttar_Pradesh,commerce,"commerce, industry, civil supplies",,,8_Uttar_Pradesh_1_1_0,Council of Ministers Publication,Council of Ministers Publication
2546,8,Brahm Dutt,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Saturday, 2 December 1989",Lok Sabha,TEHRI GARHWAL,Uttar_Pradesh,petroleum & natural gas,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,8_Uttar_Pradesh_1_1_0,Council of Ministers Publication,Council of Ministers Publication
2547,8,Brahm Dutt,M,INC,,MoS,,"Saturday, 24 January 1987","Saturday, 25 July 1987",Lok Sabha,TEHRI GARHWAL,Uttar_Pradesh,finance,finance,,,8_Uttar_Pradesh_1_1_0,Council of Ministers Publication,Council of Ministers Publication
2548,8,V N Gadgil,M,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Wednesday, 22 October 1986",Lok Sabha,PUNE,Maharashtra,information & broadcasting,"electronics, information technology & communications",,,8_Maharashtra_42_1_0,Council of Ministers Publication,Council of Ministers Publication
2549,8,V N Gadgil,M,INC,,MoS,Independent Charge,"Friday, 26 September 1986","Sunday, 19 October 1986",Lok Sabha,PUNE,Maharashtra,communications,"electronics, information technology & communications",,,8_Maharashtra_42_1_0,Council of Ministers Publication,Council of Ministers Publication
2550,8,Giridhar Gamang,M,INC,,DCM,,"Friday, 27 September 1985","Monday, 15 February 1988",Lok Sabha,KORAPUT,Odisha,welfare,social welfare,,,8_Odisha_12_1_0,Council of Ministers Publication,Council of Ministers Publication
2551,8,Giridhar Gamang,M,INC,,MoS,,"Monday, 15 February 1988","Saturday, 25 June 1988",Lok Sabha,KORAPUT,Odisha,tourism,"transport: shipping, railways, civil aviation, tourism",,,8_Odisha_12_1_0,Council of Ministers Publication,Council of Ministers Publication
2552,8,Giridhar Gamang,M,INC,,MoS,,"Saturday, 25 June 1988","Tuesday, 4 July 1989",Lok Sabha,KORAPUT,Odisha,communications,"electronics, information technology & communications",,,8_Odisha_12_1_0,Council of Ministers Publication,Council of Ministers Publication
2553,8,Giridhar Gamang,M,INC,,MoS,Independent Charge,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Lok Sabha,KORAPUT,Odisha,communications,"electronics, information technology & communications",,,8_Odisha_12_1_0,Council of Ministers Publication,Council of Ministers Publication
2554,8,Ashok Gehlot,M,INC,,MoS,,"Monday, 31 December 1984","Saturday, 24 August 1985",Lok Sabha,JODHPUR,Rajasthan,tourism & civil aviation,"transport: shipping, railways, civil aviation, tourism",,,8_Rajasthan_24_1_0,Council of Ministers Publication,Council of Ministers Publication
2555,8,Khurshed Alam Khan,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,FARRUKHABAD,Uttar_Pradesh,external affairs,external affairs,,,8_Uttar_Pradesh_68_1_0,Council of Ministers Publication,Council of Ministers Publication
2556,8,Khurshed Alam Khan,M,INC,,MoS,Independent Charge,"Wednesday, 25 September 1985","Friday, 15 November 1985",Lok Sabha,FARRUKHABAD,Uttar_Pradesh,commerce,"commerce, industry, civil supplies",,,8_Uttar_Pradesh_68_1_0,Council of Ministers Publication,Council of Ministers Publication
2557,8,Khurshed Alam Khan,M,INC,,MoS,Independent Charge,"Friday, 15 November 1985","Wednesday, 22 October 1986",Lok Sabha,FARRUKHABAD,Uttar_Pradesh,textiles,textiles,,,8_Uttar_Pradesh_68_1_0,Council of Ministers Publication,Council of Ministers Publication
2558,8,Rajesh Pilot,M,INC,Surface Transport,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,DAUSA,Rajasthan,transport,"transport: shipping, railways, civil aviation, tourism",,,8_Rajasthan_7_1_0,Council of Ministers Publication,Council of Ministers Publication
2559,8,Rajesh Pilot,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Saturday, 2 December 1989",Lok Sabha,DAUSA,Rajasthan,surface transport,"transport: shipping, railways, civil aviation, tourism",,,8_Rajasthan_7_1_0,Council of Ministers Publication,Council of Ministers Publication
2560,8,Kalpnath Rai,M,SAMATA PARTY,Power,MoS,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Uttar Pradesh,energy,"irrigation, power & energy",,,,Council of Ministers Publication,Council of Ministers Publication
2561,8,Nawal Kishore Sharma,M,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,JAIPUR,Rajasthan,petroleum,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,8_Rajasthan_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2562,8,Nawal Kishore Sharma,M,INC,,MoS,Independent Charge,"Wednesday, 25 September 1985","Monday, 20 January 1986",Lok Sabha,JAIPUR,Rajasthan,petroleum & natural gas,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,8_Rajasthan_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2563,8,K P Singh Deo,M,INC,Personnel and Administrative Reforms,MoS,,"Monday, 31 December 1984","Friday, 15 March 1985",Lok Sabha,MAHARAJGANJ,Bihar,personnel & administrative reforms,"personnel, public grievances & pension",,,8_Bihar_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2564,8,K P Singh Deo,M,INC,,MoS,,"Monday, 31 December 1984","Friday, 15 March 1985",Lok Sabha,MAHARAJGANJ,Bihar,culture,culture,,,8_Bihar_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2565,8,K P Singh Deo,M,INC,,MoS,,"Friday, 15 March 1985","Wednesday, 25 September 1985",Lok Sabha,MAHARAJGANJ,Bihar,"personnel & training, administrative reforms & public grievances & pension","personnel, public grievances & pension",,,8_Bihar_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2566,8,K P Singh Deo,M,INC,,MoS,,"Friday, 15 March 1985","Wednesday, 25 September 1985",Lok Sabha,MAHARAJGANJ,Bihar,culture,culture,,,8_Bihar_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2567,8,K P Singh Deo,M,INC,,MoS,Independent Charge,"Wednesday, 25 September 1985","Monday, 27 January 1986",Lok Sabha,MAHARAJGANJ,Bihar,food & civil supplies,"food, consumer affairs, public distribution","commerce, industry, civil supplies",,8_Bihar_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2568,8,Chandra Shekhar Singh,M,JD,,MoS,Independent Charge,"Saturday, 30 March 1985","Wednesday, 25 September 1985",Lok Sabha,BANKA,Bihar,supply,supply,,exception: ministry out of gazette date range,8_Bihar_29_1_1,Council of Ministers Publication,Council of Ministers Publication
2569,8,Chandra Shekhar Singh,M,JD,,MoS,Independent Charge,"Monday, 20 January 1986","Wednesday, 9 July 1986",Lok Sabha,BANKA,Bihar,petroleum & natural gas,"steel, coal, mines, oil, petrol, chemicals, fertillizers",,,8_Bihar_29_1_1,Council of Ministers Publication,Council of Ministers Publication
2570,8,Sukh Ram,M,INC,Production and Supplies,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,MANDI,Himachal_Pradesh,defence,defence,,,8_Himachal_Pradesh_2_1_0,Council of Ministers Publication,Council of Ministers Publication
2571,8,Sukh Ram,M,INC,,MoS,,"Wednesday, 22 October 1986","Sunday, 14 February 1988",Lok Sabha,MANDI,Himachal_Pradesh,planning,"statistics, planning and program implementation",,,8_Himachal_Pradesh_2_1_0,Council of Ministers Publication,Council of Ministers Publication
2572,8,Sukh Ram,M,INC,,MoS,Independent Charge,"Sunday, 14 February 1988","Saturday, 2 December 1989",Lok Sabha,MANDI,Himachal_Pradesh,food & civil supplies,"food, consumer affairs, public distribution","commerce, industry, civil supplies",exception: ministry out of gazette date range,8_Himachal_Pradesh_2_1_0,Council of Ministers Publication,Council of Ministers Publication
2573,8,Jagdish Tytler,M,INC,Civil Aviation,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,DELHI SADAR,Delhi,transport,"transport: shipping, railways, civil aviation, tourism",,,8_Delhi_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2574,8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Tuesday, 28 July 1987",Lok Sabha,DELHI SADAR,Delhi,civil aviation,"transport: shipping, railways, civil aviation, tourism",,,8_Delhi_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2575,8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Saturday, 25 July 1987","Sunday, 14 February 1988",Lok Sabha,DELHI SADAR,Delhi,tourism & civil aviation,"transport: shipping, railways, civil aviation, tourism",,exception: ministry out of gazette date range,8_Delhi_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2576,8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Saturday, 25 July 1987","Sunday, 14 February 1988",Lok Sabha,DELHI SADAR,Delhi,tourism & civil aviation,"transport: shipping, railways, civil aviation, tourism",,exception: ministry out of gazette date range,8_Delhi_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2577,8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Sunday, 14 February 1988","Saturday, 25 June 1988",Lok Sabha,DELHI SADAR,Delhi,labour,"labour, employment, rehabilitation",,,8_Delhi_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2578,8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Saturday, 25 June 1988","Saturday, 2 December 1989",Lok Sabha,DELHI SADAR,Delhi,food processing industries,"food, consumer affairs, public distribution",,,8_Delhi_6_1_0,Council of Ministers Publication,Council of Ministers Publication
2579,7,Margaret Alva,F,INC,,MoS,,"Thursday, 13 December 1984","Wednesday, 31 December 1984",Rajya Sabha,,Karnataka,parliamentary affairs,parliamentary affairs,,,,Council of Ministers Publication,Council of Ministers Publication
2580,8,Margaret Alva,F,INC,,MoS,,"Wednesday, 31 December 1984","Wednesday, 25 September 1985",Rajya Sabha,,Karnataka,parliamentary affairs,parliamentary affairs,,,,Council of Ministers Publication,Council of Ministers Publication
2581,8,Margaret Alva,F,INC,Women and Child Development,MoS,,"Wednesday, 25 September 1985","Saturday, 2 December 1989",Rajya Sabha,,Karnataka,human resource development,human resource development,,,,Council of Ministers Publication,Council of Ministers Publication
2582,8,Margaret Alva,F,INC,Youth Affairs and Sports,MoS,,"Wednesday, 25 September 1985","Saturday, 2 December 1989",Rajya Sabha,,Karnataka,youth affairs & sports,"youth affairs, sports",,exception: ministry out of gazette date range,,Council of Ministers Publication,Council of Ministers Publication
2583,8,Arun Singh,M,INC,,Other,Parliamentary Secretary,"Tuesday, 1 January 1985","Wednesday, 25 September 1985",Rajya Sabha,,Uttar Pradesh,parliamentary secretary,secretariat,,exception: parliamentary secretary,,Council of Ministers Publication,Council of Ministers Publication
2584,8,Arun Singh,M,INC,Defence Orgaization and Development Organization,MoS,,"Wednesday, 25 September 1985","Saturday, 18 July 1987",Rajya Sabha,,Uttar Pradesh,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication
2585,8,D L Baitha,M,INC,,DCM,,"Sunday, 14 February 1988","Tuesday, 4 July 1989",Lok Sabha,ARARIA,Bihar,food & civil supplies,"food, consumer affairs, public distribution","commerce, industry, civil supplies",exception: ministry out of gazette date range,8_Bihar_22_1_0,Council of Ministers Publication,Council of Ministers Publication
2586,8,D L Baitha,M,INC,Production and Supplies,MoS,,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Lok Sabha,ARARIA,Bihar,defence,defence,,,8_Bihar_22_1_0,Council of Ministers Publication,Council of Ministers Publication
2587,8,Vir Sen,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,KHURJA,Uttar_Pradesh,environment & forests,"environment, forests, climate change",,,8_Uttar_Pradesh_77_1_0,Council of Ministers Publication,Council of Ministers Publication
2588,8,Chandulal Chandrakar,M,INC,,MoS,,"Tuesday, 1 January 1985","Monday, 27 January 1986",Lok Sabha,DURG,Madhya_Pradesh,agriculture & rural development,agriculture,"rural development, community development, panchayati raj, rural development",exception: ministry out of gazette date range,8_Madhya_Pradesh_21_1_0,Council of Ministers Publication,Council of Ministers Publication
2589,8,Dalbir Singh,M,INC,,MoS,,"Wednesday, 25 September 1985","Saturday, 2 December 1989",Lok Sabha,SHAHDOL,Madhya_Pradesh,urban development,"works, housing, urban development",,,8_Madhya_Pradesh_11_1_0,Council of Ministers Publication,Council of Ministers Publication
2590,8,Sheila Dikshit,F,INC,,MoS,,"Monday, 12 May 1986","Friday, 1 December 1989",Lok Sabha,KANNAUJ,Uttar_Pradesh,parliamentary affairs,parliamentary affairs,,,8_Uttar_Pradesh_67_1_0,Council of Ministers Publication,Council of Ministers Publication
2591,8,Sheila Dikshit,F,INC,,MoS,,"Saturday, 25 June 1988","Friday, 1 December 1989",Lok Sabha,KANNAUJ,Uttar_Pradesh,prime minister's office,prime minister's office,,exception: prime minister's office,8_Uttar_Pradesh_67_1_0,Council of Ministers Publication,Council of Ministers Publication
2592,8,Biren Singh Engti,M,INC,Personnel and Training,DCM,,"Monday, 12 May 1986","Wednesday, 4 June 1986",Lok Sabha,AUTONOMOUS DISTRICT,Assam,"personnel, public grievances & pension","personnel, public grievances & pension",,,8_Assam_3_1_0,Council of Ministers Publication,Council of Ministers Publication
2593,8,Biren Singh Engti,M,INC,,DCM,,"Wednesday, 4 June 1986","Sunday, 14 February 1988",Lok Sabha,AUTONOMOUS DISTRICT,Assam,"personnel, public grievances & pension","personnel, public grievances & pension",,,8_Assam_3_1_0,Council of Ministers Publication,Council of Ministers Publication
