row_id,ls_number,NAME,GENDER,PARTY,DEPARTMENT,RANK,RANK_COMMENT,appointment_begin,appointment_end,HOUSE,CONSTITUENCY,STATE,ministry_name,ministry_category,ministry_category2,comments,pid,start_source,end_source,appointment_begin_in_datetime,appointment_end_in_datetime,appointment_difference_in_years,starting_year,end_year,list_of_years
1001,1,Abid Ali,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Wednesday, 17 April 1957",Rajya Sabha,NOT_APPLICABLE,Bombay,labour,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1957-04-17,4.679083074943359,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1002,1,Maulana Abul Kalam Azad,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Wednesday, 17 April 1957",Lok Sabha,Gurgaon,Punjab,education,education,,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1957-04-17,4.928232612579314,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1003,1,Maulana Abul Kalam Azad,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Thursday, 17 April 1957",Lok Sabha,Gurgaon,Punajb,education,education,,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1957-04-17,4.928232612579314,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1004,2,Maulana Abul Kalam Azad,M,INC,,CM,NOT_APPLICABLE,"Friday, 17 April 1957","Saturday, 22 February 1958",Lok Sabha,Gurgaon,Punajb,education,education,,,,Council of Ministers Publication,Council of Ministers Publication,1957-04-17,1958-02-22,0.8514890791734259,1957-01-01,1958-01-01,"1958,"
1005,1,Ajit Prasad Jain,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Wednesday, 11 August 1954",Lok Sabha,Tumkur,Mysore,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1954-08-11,2.245083745730576,1952-01-01,1954-01-01,"1953,1954,"
1006,1,Ajit Prasad Jain,M,INC,,CM,NOT_APPLICABLE,"Wednesday, 11 August 1954","Thursday, 4 April 1957",Lok Sabha,Tumkur,Mysore,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication,1954-08-11,1957-04-04,2.647556075757887,1954-01-01,1957-01-01,"1955,1956,1957,"
1007,1,Ajit Prasad Jain,M,INC,,CM,NOT_APPLICABLE,"Thursday, 25 November 1954","Thursday, 4 April 1957",Lok Sabha,Tumkur,Mysore,food & agriculture,"food, consumer affairs, public distribution",agriculture,,,Council of Ministers Publication,Council of Ministers Publication,1954-11-25,1957-04-04,2.357337933017105,1954-01-01,1957-01-01,"1955,1956,1957,"
1008,1,Arun Chandra Guha,M,INC,,DCM,NOT_APPLICABLE,"Wednesday, 18 March 1953","Tuesday, 7 December 1954",Lok Sabha,Barasat,West Bengal,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication,1953-03-18,1954-12-07,1.7221435073957714,1953-01-01,1954-01-01,"1954,"
1009,1,Arun Chandra Guha,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 7 December 1954","Wednesday, 17 April 1957",Lok Sabha,Barasat,West Bengal,revenue & defence expenditure,defence,finance,,,Council of Ministers Publication,Council of Ministers Publication,1954-12-07,1957-04-17,2.3600758400240935,1954-01-01,1957-01-01,"1955,1956,1957,"
1010,1,B N Datar,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Tuesday, 14 February 1956",Lok Sabha,Belgaum,Mysore,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1956-02-14,3.5072588759522785,1952-01-01,1956-01-01,"1953,1954,1955,1956,"
1011,1,B N Datar,M,INC,,MoS,NOT_APPLICABLE,"Tuesday, 14 February 1956","Wednesday, 17 April 1957",Lok Sabha,Belgaum,Mysore,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication,1956-02-14,1957-04-17,1.1718241989910814,1956-01-01,1957-01-01,"1957,"
1012,1,B V Keskar,M,INC,,MoS,NOT_APPLICABLE,"Tuesday, 13 May 1952","Wednesday, 17 April 1957",Lok Sabha,Musafirkhana,Uttar Pradesh,information & broadcasting,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1957-04-17,4.928232612579314,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1013,1,Bali Ram Bhagat,M,INC,,DCM,NOT_APPLICABLE,"Wednesday, 4 January 1956","Wednesday, 17 April 1957",Lok Sabha,Arrah,Bihar,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication,1956-01-04,1957-04-17,1.2840783862776102,1956-01-01,1957-01-01,"1957,"
1014,1,C D Deshmukh,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Wednesday, 1 August 1956",Lok Sabha,Kolaba,Bombay,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1956-08-01,4.219114697769291,1952-01-01,1956-01-01,"1953,1954,1955,1956,"
1015,1,D P Karmakar,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Tuesday, 12 August 1952",Lok Sabha,Dharwad North,Mysore,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1952-08-12,0.24914953763595418,1952-01-01,1952-01-01,
1016,1,D P Karmakar,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Thursday, 21 August 1952",Lok Sabha,Dharwad North,Mysore,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1952-08-21,0.024641163062896567,1952-01-01,1952-01-01,
1017,1,D P Karmakar,M,INC,,CM,NOT_APPLICABLE,"Thursday, 21 August 1952","Wednesday, 13 June 1956",Lok Sabha,Dharwad North,Mysore,commerce,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-21,1956-06-13,3.8111665537280026,1952-01-01,1956-01-01,"1953,1954,1955,1956,"
1018,1,D P Karmakar,M,INC,,MoS,NOT_APPLICABLE,"Wednesday, 13 June 1956","Wednesday, 17 April 1957",Lok Sabha,Dharwad North,Mysore,trade,trade,,,,Council of Ministers Publication,Council of Ministers Publication,1956-06-13,1957-04-17,0.8432753581524604,1956-01-01,1957-01-01,"1957,"
1019,1,Govind Ballabh Pant,M,INC,,CM,NOT_APPLICABLE,"Monday, 3 January 1955","Monday, 10 January 1955",Rajya Sabha,NOT_APPLICABLE,Uttar Pradesh,without portfolio,without portfolio,,exception: without portfolio,,Council of Ministers Publication,Council of Ministers Publication,1955-01-03,1955-01-10,0.019165349048919554,1955-01-01,1955-01-01,
1020,1,Govind Ballabh Pant,M,INC,,CM,NOT_APPLICABLE,"Monday, 10 January 1955","Thursday, 17 April 1957",Rajya Sabha,NOT_APPLICABLE,Uttar Pradesh,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication,1955-01-10,1957-04-17,2.266987001786484,1955-01-01,1957-01-01,"1956,1957,"
1021,1,Govind Ballabh Pant,M,INC,,CM,Additional Charge,"Thursday, 30 August 1956","Wednesday, 14 November 1956",Rajya Sabha,NOT_APPLICABLE,Uttar Pradesh,heavy industry,heavy industry,,,,Council of Ministers Publication,Council of Ministers Publication,1956-08-30,1956-11-14,0.20808093253112658,1956-01-01,1956-01-01,
1022,1,Ajit Prasad Jain,M,INC,,CM,NOT_APPLICABLE,"Friday, 5 April 1957","Wednesday, 17 April 1957",Lok Sabha,Tumkur,Mysore,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication,1957-04-05,1957-04-17,0.03285488408386209,1957-01-01,1957-01-01,
1023,1,H V Pataskar,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 7 December 1954","Tuesday, 23 August 1955",Lok Sabha,Jalgaon,Bombay,law,law & justice,,,,Council of Ministers Publication,Council of Ministers Publication,1954-12-07,1955-08-23,0.7091179148100235,1954-01-01,1955-01-01,"1955,"
1024,1,Ajit Prasad Jain,M,INC,,CM,NOT_APPLICABLE,"Friday, 5 April 1957","Wednesday, 17 April 1957",Lok Sabha,Tumkur,Mysore,food & agriculture,"food, consumer affairs, public distribution",agriculture,,,Council of Ministers Publication,Council of Ministers Publication,1957-04-05,1957-04-17,0.03285488408386209,1957-01-01,1957-01-01,
1025,1,H V Pataskar,M,INC,,CM,NOT_APPLICABLE,"Sunday, 28 August 1955","Thursday, 13 December 1956",Lok Sabha,Jalgaon,Bombay,legal affairs,law & justice,,,,Council of Ministers Publication,Council of Ministers Publication,1955-08-28,1956-12-13,1.2950300143055642,1955-01-01,1956-01-01,"1956,"
1026,1,H V Pataskar,M,INC,,CM,Additional Charge,"Friday, 7 December 1956","Thursday, 13 December 1956",Lok Sabha,Jalgaon,Bombay,civil aviation,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication,1956-12-07,1956-12-13,0.016427442041931046,1956-01-01,1956-01-01,
1027,1,H V Pataskar,M,INC,,CM,NOT_APPLICABLE,"Thursday, 13 December 1956","Tuesday, 16 April 1957",Lok Sabha,Jalgaon,Bombay,legal affairs,law & justice,,,,Council of Ministers Publication,Council of Ministers Publication,1956-12-13,1957-04-16,0.3395004688665749,1956-01-01,1957-01-01,"1957,"
1028,1,Mahavir Tyagi,M,INC,,CM,NOT_APPLICABLE,"Friday, 5 April 1957","Wednesday, 17 April 1957",Lok Sabha,Dehra Dun,Uttar Pradesh,defence organisation,defence,,,,Council of Ministers Publication,Council of Ministers Publication,1957-04-05,1957-04-17,0.03285488408386209,1957-01-01,1957-01-01,
1029,1,H V Pataskar,M,INC,,CM,NOT_APPLICABLE,"Thursday, 13 December 1956","Tuesday, 16 April 1957",Lok Sabha,Jalgaon,Bombay,civil aviation,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication,1956-12-13,1957-04-16,0.3395004688665749,1956-01-01,1957-01-01,"1957,"
1030,0,Harekrushna Mahtab,M,INC,,CM,NOT_APPLICABLE,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,1952-04-17,1952-05-13,0.07118558218170119,1952-01-01,1952-01-01,
1031,1,J K Bhonsle,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Tuesday, 16 April 1957",Lok Sabha,Ratnagiri North,Bombay,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1957-04-16,4.676345167936371,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1032,1,Jai Sukh Lal Hathi,M,INC,,DCM,NOT_APPLICABLE,"Friday, 12 September 1952","Wednesday, 17 April 1957",Rajya Sabha,NOT_APPLICABLE,Saurashtra,irrigation & power,"irrigation, power & energy",,,,Council of Ministers Publication,Council of Ministers Publication,1952-09-12,1957-04-17,4.594207957726716,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1033,1,K C Reddy,M,INC,,CM,NOT_APPLICABLE,"Thursday, 15 May 1952","Wednesday, 17 April 1957",Rajya Sabha,NOT_APPLICABLE,Mysore,production,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-15,1957-04-17,4.922756798565337,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1034,1,K D Malaviya,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Tuesday, 7 December 1954",Lok Sabha,Domariagaj,Uttar Pradesh,natural resources,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1954-12-07,2.319007234919266,1952-01-01,1954-01-01,"1953,1954,"
1035,1,K D Malaviya,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Tuesday, 7 December 1954",Lok Sabha,Domariagaj,Uttar Pradesh,scientific research,scientific research,,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1954-12-07,2.319007234919266,1952-01-01,1954-01-01,"1953,1954,"
1036,1,K D Malaviya,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 7 December 1954","Saturday, 8 January 1955",Lok Sabha,Domariagaj,Uttar Pradesh,natural resources,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,,Council of Ministers Publication,Council of Ministers Publication,1954-12-07,1955-01-08,0.08761302422363225,1954-01-01,1955-01-01,"1955,"
1037,1,K D Malaviya,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 7 December 1954","Saturday, 8 January 1955",Lok Sabha,Domariagaj,Uttar Pradesh,scientific research,scientific research,,,,Council of Ministers Publication,Council of Ministers Publication,1954-12-07,1955-01-08,0.08761302422363225,1954-01-01,1955-01-01,"1955,"
1038,1,K D Malaviya,M,INC,,CM,NOT_APPLICABLE,"Saturday, 8 January 1955","Wednesday, 17 April 1957",Lok Sabha,Domariagaj,Uttar Pradesh,natural resources,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,,Council of Ministers Publication,Council of Ministers Publication,1955-01-08,1957-04-17,2.2724628158004614,1955-01-01,1957-01-01,"1956,1957,"
1039,0,K M Munshi,M,INC,,CM,NOT_APPLICABLE,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,food & agriculture,"food, consumer affairs, public distribution",agriculture,,,Council of Ministers Publication,Council of Ministers Publication,1952-04-17,1952-05-13,0.07118558218170119,1952-01-01,1952-01-01,
1040,0,Kailash Nath Katju,M,INC,,CM,NOT_APPLICABLE,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication,1952-04-17,1952-05-13,0.07118558218170119,1952-01-01,1952-01-01,
1041,1,Kailash Nath Katju,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Monday, 10 January 1955",Lok Sabha,Mandsaur,Madhya Pradesh,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1955-01-10,2.6612456107928293,1952-01-01,1955-01-01,"1953,1954,1955,"
1042,1,Kailash Nath Katju,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Monday, 10 January 1955",Lok Sabha,Mandsaur,Madhya Pradesh,princely states,others,,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1955-01-10,2.6612456107928293,1952-01-01,1955-01-01,"1953,1954,1955,"
1043,1,Kailash Nath Katju,M,INC,,CM,NOT_APPLICABLE,"Monday, 10 January 1955","Thursday, 31 January 1957",Lok Sabha,Mandsaur,Madhya Pradesh,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication,1955-01-10,1957-01-31,2.058906069255358,1955-01-01,1957-01-01,"1956,1957,"
1044,1,V K Krishna Menon,M,IND,,CM,NOT_APPLICABLE,"Thursday, 17 May 1956","Wednesday, 17 April 1957",Rajya Sabha,NOT_APPLICABLE,Kerala,health,health,,,,Council of Ministers Publication,Council of Ministers Publication,1956-05-17,1957-04-17,0.9171988473411501,1956-01-01,1957-01-01,"1957,"
1045,1,Kalu Lal Shrimali,M,INC,,DCM,NOT_APPLICABLE,"Saturday, 14 May 1955","Wednesday, 17 April 1957",Rajya Sabha,NOT_APPLICABLE,Rajasthan,education,education,,,,Council of Ministers Publication,Council of Ministers Publication,1955-05-14,1957-04-17,1.9274865329199093,1955-01-01,1957-01-01,"1956,1957,"
1046,1,Khandubhai Kasanji,M,INC,,CM,NOT_APPLICABLE,"Friday, 10 September 1954","Tuesday, 16 April 1957",Lok Sabha,Halar,Saurashtra,labour,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication,1954-09-10,1957-04-16,2.5982737496320936,1954-01-01,1957-01-01,"1955,1956,1957,"
1047,1,M C Shah,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Sunday, 7 December 1952",Rajya Sabha,NOT_APPLICABLE,Bombay,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1952-12-07,0.3203351198176554,1952-01-01,1952-01-01,
1048,1,M C Shah,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 7 December 1954","Sunday, 14 April 1957",Rajya Sabha,NOT_APPLICABLE,Bombay,revenue & civil expenditure,finance,,,,Council of Ministers Publication,Council of Ministers Publication,1954-12-07,1957-04-14,2.351862119003128,1954-01-01,1957-01-01,"1955,1956,1957,"
1049,1,M Chandrasekhar,F,INC,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Tuesday, 16 April 1957",Lok Sabha,Sriperumudur,Tamil Nadu,health,health,,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1957-04-16,4.676345167936371,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1050,1,M V Krishnappa,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Wednesday, 17 April 1957",Lok Sabha,Chikballapur,Karnataka,food & agriculture,"food, consumer affairs, public distribution",agriculture,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1957-04-17,4.679083074943359,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1051,1,Mahavir Tyagi,M,INC,,MoS,NOT_APPLICABLE,"Tuesday, 13 May 1952","Thursday, 21 August 1952",Lok Sabha,Dehra Dun,Uttar Pradesh,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1952-08-21,0.27379070069885075,1952-01-01,1952-01-01,
1052,1,Mahavir Tyagi,M,INC,,CM,NOT_APPLICABLE,"Thursday, 21 August 1952","Monday, 16 March 1953",Lok Sabha,Dehra Dun,Uttar Pradesh,revenue & expenditure,finance,,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-21,1953-03-16,0.566746750446621,1952-01-01,1953-01-01,"1953,"
1053,1,Mahavir Tyagi,M,INC,,CM,NOT_APPLICABLE,"Monday, 16 March 1953","Thursday, 4 April 1957",Lok Sabha,Dehra Dun,Uttar Pradesh,defence organisation,defence,,,,Council of Ministers Publication,Council of Ministers Publication,1953-03-16,1957-04-04,4.0521023703429915,1953-01-01,1957-01-01,"1954,1955,1956,1957,"
1054,1,Manubhai Shah,M,INC,Industrial Development,CM,NOT_APPLICABLE,"Tuesday, 1 May 1956","Wednesday, 13 June 1956",Rajya Sabha,NOT_APPLICABLE,Gujarat,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,1956-05-01,1956-06-13,0.11773000130050583,1956-01-01,1956-01-01,
1055,1,Manubhai Shah,M,INC,,CM,NOT_APPLICABLE,"Wednesday, 13 June 1956","Tuesday, 16 April 1957",Rajya Sabha,NOT_APPLICABLE,Gujarat,heavy industry,heavy industry,,,,Council of Ministers Publication,Council of Ministers Publication,1956-06-13,1957-04-16,0.8405374511454718,1956-01-01,1957-01-01,"1957,"
1056,0,Maulana Abul Kalam Azad,M,INC,,CM,NOT_APPLICABLE,"Friday, 15 August 1947","Thursday, 26 January 1950",not_applicable,not_applicable,not_applicable,education,education,,,,Council of Ministers Publication,Council of Ministers Publication,1947-08-15,1950-01-26,2.4504267712547145,1947-01-01,1950-01-01,
1057,0,Maulana Abul Kalam Azad,M,INC,,CM,NOT_APPLICABLE,"Thursday, 26 January 1950","Saturday, 6 May 1950",not_applicable,not_applicable,not_applicable,education,education,,,,Council of Ministers Publication,Council of Ministers Publication,1950-01-26,1950-05-06,0.27379070069885075,1950-01-01,1950-01-01,
1058,1,Mehr Chand Khanna,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 7 December 1954","Wednesday, 17 April 1957",Rajya Sabha,NOT_APPLICABLE,Delhi,rehabilitation,"labour, employment, rehabilitation",,,,Council of Ministers Publication,Council of Ministers Publication,1954-12-07,1957-04-17,2.3600758400240935,1954-01-01,1957-01-01,"1955,1956,1957,"
1059,1,Mono Mohan Das,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 1 May 1956","Wednesday, 17 April 1957",Lok Sabha,Ausram,West Bengal,education,education,,,,Council of Ministers Publication,Council of Ministers Publication,1956-05-01,1957-04-17,0.9610053594529662,1956-01-01,1957-01-01,"1957,"
1060,1,N Gopalswamy Ayyangar,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Tuesday, 10 February 1953",not_applicable,not_applicable,not_applicable,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1953-02-10,0.7474486129078626,1952-01-01,1953-01-01,"1953,"
1061,0,N V Gadgil,M,INC,,CM,NOT_APPLICABLE,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,works,"works, housing, urban development",,,,Council of Ministers Publication,Council of Ministers Publication,1952-04-17,1952-05-13,0.07118558218170119,1952-01-01,1952-01-01,
1062,0,N V Gadgil,M,INC,,CM,NOT_APPLICABLE,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,products & supplies,supply,,,,Council of Ministers Publication,Council of Ministers Publication,1952-04-17,1952-05-13,0.07118558218170119,1952-01-01,1952-01-01,
1063,1,Nityanand Kanungo,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 28 September 1954","Wednesday, 10 August 1955",Lok Sabha,Cuttack,Orissa,commerce & industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,1954-09-28,1955-08-10,0.8651786142083684,1954-01-01,1955-01-01,"1955,"
1064,1,Nityanand Kanungo,M,INC,,MoS,NOT_APPLICABLE,"Wednesday, 10 August 1955","Wednesday, 13 June 1956",Lok Sabha,Cuttack,Orissa,consumer industries,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,1955-08-10,1956-06-13,0.8432753581524604,1955-01-01,1956-01-01,"1956,"
1065,1,Nityanand Kanungo,M,INC,,MoS,NOT_APPLICABLE,"Wednesday, 13 June 1956","Wednesday, 17 April 1957",Lok Sabha,Cuttack,Orissa,consumer industries,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,1956-06-13,1957-04-17,0.8432753581524604,1956-01-01,1957-01-01,"1957,"
1066,1,O V Alagesan,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Tuesday, 16 April 1957",Lok Sabha,Arakkonam,Tamil Nadu,railways & transport,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1957-04-16,4.676345167936371,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1067,1,P S Deshmukh,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Thursday, 21 August 1952",Lok Sabha,Amaravati,Maharashtra,food & agriculture,"food, consumer affairs, public distribution",agriculture,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1952-08-21,0.024641163062896567,1952-01-01,1952-01-01,
1068,1,P S Deshmukh,M,INC,,CM,NOT_APPLICABLE,"Thursday, 21 August 1952","Wednesday, 17 April 1957",Lok Sabha,Amaravati,Maharashtra,agriculture,agriculture,,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-21,1957-04-17,4.654441911880463,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1069,1,P S Deshmukh,M,INC,,CM,Additional Charge,"Friday, 29 October 1954","Thursday, 25 November 1954",Lok Sabha,Amaravati,Maharashtra,food & agriculture,"food, consumer affairs, public distribution",agriculture,,,Council of Ministers Publication,Council of Ministers Publication,1954-10-29,1954-11-25,0.07392348918868971,1954-01-01,1954-01-01,
1070,1,Rafi Ahmed Kidwai,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Sunday, 24 October 1954",Lok Sabha,Bahraich,Uttar Pradesh,food & agriculture,"food, consumer affairs, public distribution",agriculture,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1954-10-24,2.4476888642477257,1952-01-01,1954-01-01,"1953,1954,"
1071,1,Raj Bahadur,M,INC,,DCM,NOT_APPLICABLE,"Wednesday, 4 June 1952","Tuesday, 14 February 1956",Lok Sabha,Bharatpur,Rajasthan,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication,1952-06-04,1956-02-14,3.696174459434485,1952-01-01,1956-01-01,"1953,1954,1955,1956,"
1072,1,Raj Bahadur,M,INC,,CM,NOT_APPLICABLE,"Tuesday, 14 February 1956","Friday, 7 December 1956",Lok Sabha,Bharatpur,Rajasthan,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication,1956-02-14,1956-12-07,0.8131583810755868,1956-01-01,1956-01-01,
1073,1,Raj Bahadur,M,INC,,CM,Additional Charge,"Friday, 7 December 1956","Sunday, 20 January 1957",Lok Sabha,Bharatpur,Rajasthan,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication,1956-12-07,1957-01-20,0.12046790830749433,1956-01-01,1957-01-01,"1957,"
1074,1,Raj Bahadur,M,INC,,CM,NOT_APPLICABLE,"Sunday, 20 January 1957","Wednesday, 17 April 1957",Lok Sabha,Bharatpur,Rajasthan,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication,1957-01-20,1957-04-17,0.23819790960800016,1957-01-01,1957-01-01,
1075,1,Rajkumari Amrit Kaur,F,INC,,CM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Tuesday, 16 April 1957",Lok Sabha,Mandi-Mahasu,Himachal Pradesh,health,health,,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1957-04-16,4.9254947055723255,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1076,1,S N Buragohain,M,INC,,DCM,NOT_APPLICABLE,"Tuesday, 13 May 1952","Sunday, 4 October 1953",Lok Sabha,Sibasagar - North Lakhimpur,Assam,"works, housing & supply","works, housing, urban development",supply,,,Council of Ministers Publication,Council of Ministers Publication,1952-05-13,1953-10-04,1.3935946665571504,1952-01-01,1953-01-01,"1953,"
1077,0,Sardar Baldev Singh,M,INC,,CM,NOT_APPLICABLE,"Thursday, 17 April 1952","Tuesday, 13 May 1952",not_applicable,not_applicable,not_applicable,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication,1952-04-17,1952-05-13,0.07118558218170119,1952-01-01,1952-01-01,
1078,1,Sardar Surjit Singh Majithia,M,SAD,,DCM,NOT_APPLICABLE,"Tuesday, 12 August 1952","Wednesday, 17 April 1957",Lok Sabha,Sangrur,Punjab,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication,1952-08-12,1957-04-17,4.679083074943359,1952-01-01,1957-01-01,"1953,1954,1955,1956,1957,"
1079,1,Satish Chandra,M,INC,,DCM,NOT_APPLICABLE,"Thursday, 27 November 1952","Thursday, 14 July 1955",Lok Sabha,Bareilly,Uttar Pradesh,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication,1952-11-27,1955-07-14,2.625652819701979,1952-01-01,1955-01-01,"1953,1954,1955,"
1080,1,Satish Chandra,M,INC,Production,DCM,NOT_APPLICABLE,"Thursday, 14 July 1955","Wednesday, 17 April 1957",Lok Sabha,Bareilly,Uttar Pradesh,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication,1955-07-14,1957-04-17,1.7604742054936104,1955-01-01,1957-01-01,"1956,1957,"
